text	labels
Falls es in einem Bereich zu einer Störung kommt, kann man durch diese Einteilung den Bereich schneller eingrenzen und die Stromversorgung in den anderen Abschnitten schneller wiederherstellen.	Clean
Sehr praktisch und im Dreierpack erhältlich.	Clean
Wir haben als deutsche IPPNW die Ergebnisse dieser Untersuchungen in einer Broschüre unter dem Titel „Body Count“ noch einmal zusammengefasst, denn auch unsere deutsche Mainstream-Öffentlichkeit neigt zur Verleugnung dieser furchtbaren Tatsachen.	Clean
KLASSE B – Vollausbildung32 Lektionen theoretische Ausbildung	Sentence Boundary,Grammar Mistake,Spelling Anomaly
Bisherige Urlaubsziele waren u.a.: Österreich, Griechenland, Italien, Tunesien, Mallorca, Nord- und Ostsee, Schwarzwald, Bayern.	Clean
61 Artikel gefunden, zeige Artikel 1 - 32	Sentence Boundary,Grammar Mistake
den Einsatz von Solarthermie sowie die jeweils zu installierende Leistung und	Sentence Boundary,Grammar Mistake
Aber natürlich gibt es unter den Fahranfängern auch jene, die etwas später einsteigen.	Clean
Zugleich richten die Karikaturen immer auch den Blick auf jenes Publikum, das sich zu seinen Privatvorlesungen einfand und seinen Lehren anhing.	Clean
Gute Englischkenntnisse (mündlich und schriftlich)	Sentence Boundary,Grammar Mistake
Das stellte der Avant unter Beweis: Ski-Urlauber, Wander-Ausflügler und Familienväter freundeten sich schnell mit dem lifestyligen Kombi an.	Clean
Featurette: Ein Blick hinter die Kulissen, Kinotrailer	Sentence Boundary,Grammar Mistake
Hattest du nicht genug Gründe, deine Stimme zu erheben, zum lauten Protest?	Clean
Nämlich als menschliche Antwort auf das göttliche Heilshandeln in der Menschwerdung Gottes, wie es sich offenbart in der Gestalt und Auferstehung von Jesus Christus, dem Haupt, also dem «Chef» seiner einen und einzigen, vielgestaltigen und vielstimmigen Christengemeinde jeden erdenklichen konfessionellen Zuschnitts.	Clean
Der Rat, mehr "gesundes Vollkorn" zu verzehren, kann seine Tücken haben.	Clean
Der Behindertenbeirat Odenwald erhält ebenfalls eine Spende über 500 € für das Inklusionsprojekt.	Clean
So archivieren Sie Ihre E-Mails aus Outlook	Sentence Boundary
Danach wurde dann das Erinnerungsfoto im Beisein des Abgeordneten aufgenommen.	Clean
Menschen sind wie Eintagsfliegen	Sentence Boundary
Zusätzlich kann die Filterleistung durch eine ideale Kombination mit einem Teichbelüfter um bis zu 20% gesteigert werden.	Clean
Ich lese es übrigens sehr bewusst und auch langsam, um möglichst lange etwas von diesem Buch zu haben.	Clean
s2degoer | Trierer MedienblogMedien-Weblog des Faches Medienwissenschaft an der Universität Trier	Sentence Boundary,Grammar Mistake,Spelling Anomaly,Non-linguistic Content
Angesichts der 200 bis 300 Menschen, die Hamburg täglich erreichen, habe ein Dach über dem Kopf Priorität, sagte sie dem NDR.	Clean
Gestützt wird meine Meinung durch eine kürzlich veröffentlichte Studie: Die Hälfte der europäischen Vorstände wurde befragt, wie wichtig Sustainability für sie ist.	Clean
Zum Kochen, Backen und Braten und traditionell auch zur Pflege von Haut- und Haaren.	Clean
Doch wenn diese abgeklungen sind, können Bewegung und angemessene Übungen helfen, dem Verschleiß in den Gelenken entgegenzuwirken.	Clean
Die Mitarbeiterinnen und Mitarbeiter fühlten sich, so der Bericht, umfassend überwacht.	Clean
Am 14. Dezember 1989 wird Hans Peter Stihl zum Präsidenten der Industrie- und Handelskammer (IHK) Region Stuttgart gewählt.	Clean
Wieder ist Carlos Coronel die Endstation.	Clean
Eingetragen am 14.04.2012, 19:21 von Ornithologie	Sentence Boundary,Grammar Mistake
Die im Jahre 1974 im Land Niedersachsen vollzogene Verwaltungs- und Gebietsreform brachte auch für die Freiwilligen Feuerwehren bedeutsame organisatorische und damit einher auch personelle Umstrukturierungen.	Clean
An weiteren Linienflügen werde gearbeitet, ob sie bis Sommer schlagend werden, sei derzeit nicht absehbar, heißt es vom Flughafen.	Clean
Hier verschenkt man gerne einen fröhlichen Blumengruß oder eine klassische Grünpflanze.	Clean
2017 haben erstmals mehr als 300.000 Jakobspilger das spanische Santiago de Compostela erreicht.	Clean
Aktuell sind wir dabei, genau auszuarbeiten, wie wir uns damit am besten aufstellen.	Clean
Vielerorts wurde die Sommermarke nur knapp verpasst.	Clean
Im Mai dieses Jahres wurden insgesamt 1.177 ausländerfeindliche und rechtsextremistische Straftaten gemeldet.	Clean
Nur wenn beide Komponenten stimmig seien, steigerten Unternehmen und ihre Beschäftigten die Bedeutung ihres Wirtschaftsstandorts.	Clean
Für die Rennställe wäre es einfacher.	Clean
Auch die Kulturwissenschaftlerin Natasha Schüll, die ein Buch über Spielautomaten geschrieben hat (Titel: „Addiction by Design“), sieht die Parallele: „Facebook, Twitter und andere Unternehmen nutzen ähnliche Methoden, um Nutzer möglichst lange in ihren Apps zu halten“, zitiert die Süddeutsche Zeitung Schüll zu diesem Thema.	Clean
Der Durchmesser einer einzelnen Frucht beträgt 0,7cm, sie sind damit in etwa so groß wie große schwarze Johannisbeeren.	Clean
Meine Meinung: Dieses Buch ist ein unbedingtes Muss in diesem Jahr.	Clean
Immobilienmakler und Immobilienbüros Schwetzingen	Sentence Boundary,Grammar Mistake
Doch Netflix selbst erkennt eben jede Variation als einzelne Mail-Adresse an und darin liegt das Problem.	Clean
Was auf den ersten Blick gleich auffällt, ist, dass das Coverbild sehr gut zum Titel des Buches.	Grammar Mistake
Wir sind seit 2013 Pächter des Gärtnerhauses.	Clean
Dann erhält die Datensenke zunächst nur die Standardausgabe, aber danach wird auch der Deskriptor 2 auf 1, also in die Datei, umgeleitet.	Clean
Fakt 1: Frauen bauen seltener Unfälle als Männer	Sentence Boundary
Auch wenn er sein eigenes TV Angebot darüber fährt.	Clean
Viele Menschen wissen nicht, dass ein solches Gerät ein Segen sein kann.	Clean
Nur dann können wir uns zusammen ein Bild davon machen, welche Behandlung – und damit welche Versicherungsleistungen – in Zukunft für Sie sinnvoll sind.	Clean
Neu ist die Buslinie zwischen der Innenstadt und dem Fachmarktzentrum Südpark.	Clean
Haushaltshilfe Aleksandra bietet - Haushaltshilfe24Häufig gestellte Fragen	Sentence Boundary,Grammar Mistake,Spelling Anomaly
Im vergangenen Jahr hat Zalando weiter die Logistik optimiert.	Clean
Flexibles, mit Rundnieten besetztes Lederarmband, welches aufgrund seiner Länge auch als Gürtel genutzt werden kann.	Clean
Diese kleinen Teiche werden nicht als Produktionsteiche genutzt.	Clean
Zwei petrolfarbene Container dominieren daher den Store-Look und verleihen ihm seinen ganz spezifischen Charakter.	Clean
Alles weitere lesen Sie hier Newsletter vom August 2009	Sentence Boundary,Grammar Mistake
Besitzen Sie bereits ein grafisches 468 x 60 Banner, geben Sie Ihre Banner-URL, z. B.http://www.musterseite.de/werbebanner.jpg	Sentence Boundary,Grammar Mistake,Spelling Anomaly,Non-linguistic Content
Ganz egal woher Ihre Lieder, Bücher oder andere Daten ursprünglich kommen, CopyTrans kopiert sie alle in nur einem Klick.	Clean
Mein Arbeitgeber ist der neue Club und der alte Club ist Vergangenheit.	Clean
Moritz kämpfte in der Gewichtsklasse plus 46 kg gegen deutlich schwerere Gegner und platzierte sich mit einer guten Leistung auf dem fünften Platz.	Clean
Doch schon jetzt sind alle Europa League-Heimspiele der Eintracht so gut wie ausverkauft.	Clean
Man sieht schon dass es Unterschiede gibt egal was man versucht.	Punctuation Error
Nach der offiziellen Übergabe der Grenzsteinwanderwege um Rosenthal im Rahmen der Einweihungsfeier am 06. Oktober 2012, wurden jetzt Teilbereiche dieses neuen Wanderweges bei einer dreistündigen Exkursion erkundet.	Clean
Dies wäre zunächst ein wirklicher Zufallsfund.	Clean
Ich habe heute Morgen davon profitiert.	Clean
Ein Blick in RuneQuest auf Deutsch - Otherland BerlinNavigation überspringen	Sentence Boundary,Grammar Mistake,Spelling Anomaly
Zahlreiche Auszeichnungen wurden dem Jubilar zuteil: Er erhielt unter anderem das Große Verdienstkreuz der Bundesrepublik Deutschland und die Goethe-Plakette des Landes Hessen.	Clean
Von der Gegenwart einer vergangenen Zeit; München	Sentence Boundary,Grammar Mistake
Unabhängige Berater empfehlen deswegen eine Spreizung der Laufzeiten von maximal zwei Jahren.	Clean
Trotz intensiver Lieferantenbeziehungen können diese in seltenen Fällen abweichen.	Clean
Reicht es Ihnen denn, sie als “antisemitischen Diskurs” zu disqualifizieren?	Clean
Nicht nur die Lichtmenge beeinflusst Ihr Wohlbefinden, auch die Lichtfarbe.	Clean
Eine oft nicht wahrgenommene Problematik in Deutschland, die in Berlin jedoch fast jedes dritte Kind betrifft.	Clean
Dem SCR-beschichteten Partikelfilter wird deshalb ein kleiner SCR-Katalysator nachgeschaltet [18].	Non-linguistic Content
Tierkrankenversicherung - Maklerbüro SchmidtWas ist ein Maklervertrag	Sentence Boundary,Grammar Mistake,Spelling Anomaly
Südtiroler Weinmuseum in Kaltern, Castel Roncolo und Montiggler See befinden sich 20 Minuten Fahrt entfernt.	Grammar Mistake
Bad Sal­zu­flen/­Mil­lau.	Grammar Mistake
Silikonstreifen am Bund verhindert herausrutschen des Hemdes	Sentence Boundary,Grammar Mistake,Spelling Anomaly
Equal Pay Day 2015 - Zahltag meine Herren!	Clean
Bei Einreise mit Personalausweis müssen 2 biometrische Passfotos vorliegen, damit die Einreisekarte ausgestellt wird.	Clean
67 Prozent der Befragten glauben, dass ein Image-Schaden die größte Gefahr im Falle eines Datenlecks ist.	Clean
Gut zwanzig Minuten noch im Bochumer Ruhrstadion und der Spielverlauf spricht jetzt für die Hansestädter.	Clean
Am 10.2. gibt es wieder den offenen Stammtisch der Java User Group Münster!	Clean
Ja, sagten sie mir, wir arbeiten unablässig daran, die Besatzung zu beenden und eine 2-Staaten-Lösung herbeizuführen, die einzige Lösung, die uns akzeptabel erscheint.	Clean
Genau das wurde zur Gefahr für eine Spaziergängerin, die am Nachmittag einbrach.	Clean
Wir hatten keine Druckkapazitäten, kaum Papier, geschweige denn Vervielfältigungsgeräte.	Clean
Was soll das neue Neue sein?	Clean
Zur weiteren Einrichtung des Hotels zählt eine Bibliothek.	Clean
Astronomietag 2013 an unserer Sternwarte	Sentence Boundary,Grammar Mistake
Bereits über 100 Kinofilme und 20 aktuelle TV-Formate der Sender ProSieben, Sat1 und Kabel stehen zur Verfügung.	Clean
Für den eigentlichen Wohnbereich wurden gedämmte Boxen zwischen die bestehenden Mauerwerkswände eingefügt, die im Erdgeschoss aus Stahlbeton und im Obergeschoss in Holzbauweise ausgeführt wurden.	Clean
„Modern Bordeaux“, 6er Präsentkarton	Sentence Boundary,Grammar Mistake
Jedes Paar stellte nicht sich selbst, sondern nach einem kurzen Austausch, das jeweilige Nachbarpaar vor.	Clean
Die ubiquitäre Anwesenheit aller Kräfte und Faktoren in Verbindung mit ihrer gleichzeitigen aber asymmetrischen Wirkung bedeutet, dass jede oder jeder von ihnen jederzeit in den Vordergrund rücken kann, so dass sich die maßgeblichen Phänomene und Kausalitäten fortwährend abwechseln, »und bald gibt ein historisches Ereignis, bald eine soziologische Struktur, einmal eine psychologische Gegebenheit, ein anderes Mal eine Institution oder eine Rolle den Ausschlag.«	Clean
Das Protein, das Du über die Nahrung aufnimmst, muss vom Körper verarbeitet werden, wodurch im Abfallprodukte wie Ammoniak und Milchsäure entstehen.	Clean
Bei GameNatiX erhalten Sie immer faire Ankaufspreise für Ihre Artikel.	Clean
Man suchte nach einer Alternative, nach einer Perspektive jenseits des Bestehenden.	Clean
Die Ökostromförderung soll gekappt, der Bau von Windkraft- oder Biogasanlagen begrenzt werden.	Clean
Wasserdichte Uhren gibt es schon seit Jahrzehnten.	Clean
10 Minuten noch zu spielen, kämpfen und siegen!	Clean
Für den Einsatz unter erschwerten Bedingungen ist das Gerät mit einer Schutzarmierung mit integriertem Elektrodenhalter ausgestattet.	Clean
Er entwirft eine ganzheitliche Ökologie, die Naturschutz immer mit einer menschlichen und sozialen Dimension denkt.	Clean
Die Fachwelt wird mit einem bauphysikalisch undurchdringlichen Dickicht beglückt.	Clean
Vierkant Gefäß Glas Eckard Pflanz-Gefäß Pflanztopf 8cm anthrazit grau metallic	Sentence Boundary,Grammar Mistake
Biopolitische Strukturen von 1900 - 1945.	Grammar Mistake
Im Mo­ment des finalen Glücks waren die schwachen 60 Minuten, die dem furiosen Endspurt voraus­gegangen waren, vergessen.	Non-linguistic Content
John verneinte.	Clean
Dieses „Mehr“ an menschlicher Nähe macht den Malteser Menüservice zu einer gefragten Unterstützung für zuhause.	Clean
Er sei sich sicher, dass die Große Koalition gute Arbeit leisten und bis zum Ende der Legislaturperiode Bestand haben werde.	Clean
Als Hausstauballergikerin reise ich, wenn möglich, mit meinem eigenen Bettzeug.	Clean
Leiden ist wie Geld.	Clean
Auch könne die Anwendung nach Bedarf unterschiedlich konfiguriert werden, heißt es bei Intel und Ericsson weiter: Denkbar sei etwa eine Sperrung nach mehreren gescheiterten Login-Versuchen oder über eine Zeitschaltuhr.	Clean
Die nächste öffentliche Bürgersprechstunde findet am	Sentence Boundary,Grammar Mistake
kronsoft IT-Sicherheitsglossar - Kumulationseffekt	Sentence Boundary,Grammar Mistake
75% halten diese Begegnungen auf Augenhöhe für höchst effektiv.	Clean
Für mich ist es der Versuch das Leben eines Menschen nachzustellen, der seinen Platz nie gefunden hat.	Clean
Platine Schließkantensicherung (638188)	Sentence Boundary,Grammar Mistake,Non-linguistic Content
Die Apfelstammzellen, sehr reich an epigenetischen Elementen und Metaboliten, schützen die Lebensdauer der Hautstammzellen, bekämpfen die Alterung der essentiellen Zellen und die Wirkung der Zeit.	Clean
Wir glauben fest daran, dass nichts Zuneigung besser ausdrücken kann, als ein Geschenk, das vom Herzen kommt.	Clean
Mit insgesamt sieben Siegen in Prüfungen bis 1,30 Meter für junge Pferde und einem zweiten Platz im 6.000 Dollar dotierten Springen über 1,40/1,45 Meter setzte er wieder die weiß-blauen Farben in Szene.	Clean
Die Sprache ist geduldig und Behaupten kann man alles.	Spelling Anomaly
Beide Hälften wurden siegreich entschieden.	Clean
Er galt als wild und grausam, doch zugleich brachte er seinem Reich für viele Jahre Frieden, und die Mongolen singen bis heute die alten Heldenlieder, die von seinen Taten berichten.	Clean
© zhu difeng | Visionen zum intelligenten Zuhause gibt es schon lange, und teilweise sind sie sehr ambitioniert.	Sentence Boundary,Grammar Mistake,Non-linguistic Content
Florian Schumacher ist Experte für Self-Tracking, smarte Fitnessarmbänder und Uhren.	Clean
Mein Text ist zu einem Teil eine Montage aus Zitaten.	Clean
Nur glaube ich so langsam, dass Adam Goldberg diese durchgeknallten Charaktere nicht nur spielt.	Clean
TD0 konnte für eine Kopie verwendet werden!	Clean
Der Gesetzgeber verlangt, dass Geldbußen in jedem Einzelfall „wirksam, verhältnismäßig und abschreckend“ sind.	Clean
Seine Liebe ist grenzenlos.	Clean
Es wäre schön, diese diversen Identitäten zumindest etwas zusammenzuführen und zugleich dem Teil des Lebens, der im Netz stattfindet und aus diesem zunehmend heraustritt, einen gerechten Platz zuteilen zu können.	Clean
Irma Bender als Leiterin der Evangelischen Familienbildungsstätte Werra-Meißner verabschiedet	Sentence Boundary,Grammar Mistake
In jedem Falle empfehlenswert!	Clean
Es stand unter der Leitung des Historikers Hermann Aubin und des Germanisten Theodor Frings (30), bezog aber auch Volkskundler, Archäologen, Kunsthistoriker, Geographen und Volkswirtschaftler ein.	Clean
Dies steht in einem signifikanten Zusammenhang zur Kundenzufriedenheit.	Clean
Eine große Mobilisierung jenseits des Netzes stellt sich somit als schwierig dar.	Clean
HEUTE AUSPROBIEREN WAS MORGEN DIE WELT VERÃ„NDERT!	Spelling Anomaly,Non-linguistic Content
Die 1. Schritte bei der Planung einer Veranstaltung	Sentence Boundary,Grammar Mistake
Wie Mitte 30 sieht sie keineswegs aus.	Clean
Sein privates Glück hielt Graciano „Rocky“ Rocchigiani weitgehend geheim.	Clean
Wir kämpfen also eigentlich noch dafür, dass man so viel tut, wie man schon einmal getan hatte.	Clean
In der darin untergebrachten Vesperstube wurde Mittagspause gemacht.	Clean
Ich bin selbst immer wieder überrascht, wie oft dieser Artikel noch gefunden und gelesen wird.	Clean
Knut Are Høgberg baut um: Flachere Strukuren und viele neue Köpfe sollen Odlo stärker und kundenorientierter machen und die Profitabilität steigern.	Clean
1.500 Euro oder mehr musste jeder Flüchtling zahlen, weil es sich im Gegensatz zu den Schlauchbooten angeblich um sichere Schiffe handelte.	Clean
Verlauf und Struktur des Innovationsprozesses folgen einer im sozialen System vollzogenen Selektion von Schwerpunktsetzungen und Rahmenbedingungen.	Clean
Regie und Drehbuch: Dominik Moll	Sentence Boundary,Grammar Mistake
Zur Ausbildung von Diplom-Patienten, Diplom-Rezipienten, Diplom-Konsumenten, Diplom-Bürgern und Diplom-Gläubigen, Weimar 2009.	Grammar Mistake
Die Jugendmannschaften und deren Förderung werden damit in Form einer Spende unterstützt.	Clean
Besten Dank für die Zustellung der Zeitschrift mit unserem Workshop-Bericht.	Clean
Zu intensive Aufzuchtfütterung kann zu unheilbaren Beinschäden und anderen Erkrankungen führen.	Clean
Du möchtest Politikjournalist werden und wohnst bei mir in Bonn?	Clean
Bericht über eine andere Art der Integration	Sentence Boundary,Grammar Mistake
Wir sind die Topküche des Monats April 2017!	Clean
Es gibt Infrarotstrahler für kleine bis weitläufige Bereiche (mit Fernbedienung) und flexible, tragbare Geräte.	Clean
Ausbildung zum Hörgeräteakustiker	Sentence Boundary,Grammar Mistake
Weil man als Basis keinen Bratensatz braucht, lässt sich die sämige Beilage in wenigen Minuten zubereiten.	Clean
Schwarzer Maulbeerbaum.	Grammar Mistake
Im Werkzeugmaschinenbereich gehören aktuell 54 Produktionsstätten sowie 35 Marken der Gruppe an.	Clean
Die der WPA initiierte Kampagne gegen die Diskriminierung und Stigmatisierung Schizophreniekranker hat weltweit große Resonanz gefunden und diesbezüglich Aktivitäten ausgelöst.	Clean
Normann Copenhagen Ikono Pendelleuchte	Sentence Boundary,Grammar Mistake
Im Doppel gewannen Eisenknapp/Haider vor Wieser/Jagsch.	Clean
Und heute liefern wir auch gerne das Belegexemplar nach.	Clean
Wir alle gehen auf unserem Lebensweg dem Tod entgegen.	Clean
Lara würde ihn auffordern, seine Zahnbürste und einige Kleidungsstücke bei ihr zu lassen.	Clean
All das und noch mehr sollst du hier auf unserer Seite finden können.	Clean
Überzeugen Sie sich selbst, und lernen Sie uns auf den nachfolgenden Seiten ein wenig näher kennen.	Clean
Dekorationstextilien Kissen, Kissenbezug	Sentence Boundary,Grammar Mistake
Sarah Vitort und Scott Gilmore aus Portland/Oregan sind Fox and Bones – die fiktive, moderne und musikalische Reinkarnation von Bonnie und Clyde.	Clean
So gab es bei Mustern auf Papier oder Textilien aufgrund zu rauer Oberfläche oder Textur anfänglich Probleme.	Clean
Andererseits verschafft der Rücklink auf die Website den einzelnen Druckerzeugnissen eine grosse künstlerische Freiheit.	Clean
Ingenieurbüros für Bauwesen Bellevue	Sentence Boundary,Grammar Mistake
Der Kerl auf der Treppe schnappte nach Luft.	Clean
Beide habe ich wiedergesehen.	Clean
Also wir haben letzte Woche ein paar Unboxings der Kawaii Box auf Youtube gesehen, sie bis jetzt aber noch nicht selbst gehabt.	Clean
Er gibt zu Protokoll: „Wir hatten danach noch gute Chancen um den Ausgleich zu machen," bedauert jedoch: „Wir konnten uns aber leider nicht mehr belohnen für unsere tolle Leistung."	Clean
Die Plattform war Ideenbörse, fachlicher Berater und Kreativworkshop in einem.	Clean
In der Alten Burg, ehemals Sitz der Gebietsführung der Hitlerjugend, gab Elmar Ries einen knappen Überblick über die Geschichte der Juden in Koblenz, die wohl seit den Tagen der Römer zum festen Bestandteil der hiesigen Bevölkerung gehörten, für Koblenz erstmals urkundlich nachweisbar in der Zollrolle von 1104.	Clean
Seit mehr als 25 Jahren arbeitet unsere Partnerorganisation in Bangkok daran das Leben von Menschen mit HIV/Aids zu verbessern, Neuansteckungen zu vermeiden und als Anwalt von benachteiligten Kindern und Familien Verbesserungen ihrer Lebensumstände zu erreichen.	Clean
10% Rabatt auf BOSS Armbanduhr Aeroline	Sentence Boundary,Grammar Mistake
zufolge taufte Jesus eine Weile parallel zu Johannes.	Sentence Boundary,Grammar Mistake
Der Lehrepreis der Universität Stuttgart wurde 2015 ins Leben gerufen, wird jährlich ausgeschrieben und ist mit einem Preisgeld von 10.000 Euro dotiert, das zweckgebunden für die Verbesserung der Lehre zu verwenden ist.	Clean
Es gibt immer mehr Spar- und Schnäppchenblogs.	Clean
Viel Kreativität, viel Zeit, viel Arbeit - das sind drei Zutaten für "Schüler experimentieren".	Clean
S-Laute, Dehnung und Schärfung, Vor- und Nachsilben, Groß- und Kleinschreibung, Getrennt- und Zusammenschreibung	Sentence Boundary,Grammar Mistake
Schmerzensgeld wegen Verbrennungen nach Sonnenstudio	Sentence Boundary,Grammar Mistake
Aus diesem Grund setzen wir auf führende Standards hinsichtlich Sicherheit und Compliance.	Clean
Aufgrund der hohen Besucherzahlen sind die Parkplätze während des Volksfestes allerdings immer heiß begehrt und schnell belegt.	Clean
Das Jahr neigt sich dem Ende entgegen, nur noch 7 Tage trennen uns vom neuen Jahr 2010, und nur noch 7 Tage bleibt das alte Jahr.	Clean
Volksbanken, Raiffeisen- und Genossenschaftsbanken Arberg	Sentence Boundary,Grammar Mistake
Die neue Hygienepumpe GEA Hilge Hygia vereint die ehemaligen Baureihen Euro-Hygia und F&B-Hygia	Sentence Boundary
Aus- und Weiterbildung / Erste Hilfe	Sentence Boundary,Grammar Mistake
Im Herbst 2009 finden Wahlen zum Sejm und in Deutschland zum Bundestag statt.	Clean
In Verbindung mit den jeweils geeigneten Datenkabeln ist dieses Patchfeld geeignet für alle Ethernet Anwendungen einschließlich 10 Gigabit Ethernet, PoE und PoE+.	Clean
Beide nisten bevorzugt dort, wo auch Stallfliegen ihre Brutplätze haben, um ihre Larven dicht an die Nahrungsquelle zu bringen.	Clean
Es reinigt Haut und Haare schonend, vitalisiert, bewahrt den Feuchtigkeitsgehalt der Haut und hinterlässt eine unverwechselbar männliche Signatur.	Clean
Fortan hat er sich dem Paragraphen-Studium sowie der audiophilen Tonaufnahme gewidmet.	Clean
Die Angebotsmaße sind überschlägig ermittelt.	Clean
Der Künstler James Turrell beschreibt wie Wahrnehmung zum Material der Kunst wird: “I like to use light as a material, but my medium is actually perception.	Grammar Mistake,Spelling Anomaly,Punctuation Error
Kartoffel- und Nudelsalat mit Fleischtätschli sind die Hauptspeisen.	Clean
Sie wollen Ihre Märzenflecken weglasern oder bleachen?	Clean
Zwar sind die Wagen noch mit Billeteursitz ausgeliefert worden (diese stammten aus den ).	Grammar Mistake
Darum ergänze ich: Der mir noch persönlich bekannte Obwaldner Justizdirektor Walter Amstalden (1883 - 1966), an dessen Abdankung ich als katholisches Verbindungsmitglied den Totensalamander rieb, garantierte 1940, nach der Verhaftung von Hans Vollenweider im Hotel Engel Sachseln, «ein schnelles Verfahren».	Clean
Schwarzfahrer schlägt Billettkontrolleur spitalreif	Sentence Boundary,Grammar Mistake
We won the second when women started doing pole dancing for exercise” So die abfällige Behauptung der Figur Jacob Palmer, die Ryan Gosling in 'Crazy Stupid Love' spielt.	Grammar Mistake,Spelling Anomaly,Punctuation Error
Am 15. Februar 1964, einen Tag nach meinem 22. Geburtstag, nahm ich auf einer Feier in der Arbeitermittelschule Henriettenplatz mein Maturazeugnis in Empfang.	Clean
Die Basis bildet die international und interdisziplinär validierte wissenschaftliche Expertise "Safeguarding the Protection of Minors and Players with Respect to Commercial Gambling in Germany - 2.0".	Grammar Mistake,Spelling Anomaly
In dieser Wirtschaft konnten wir Bauernwürste, Schwartenmagen und Speck geniessen.	Spelling Anomaly
Gegen 21:15 wurde die Suchaktion vorerst eingestellt, da bis zu diesem Zeitpunkt auch keine Abgängigkeitsanzeige bei der Polizei vorlag.	Clean
Sonnenuhren in T H Ãœ R I N G E N	Sentence Boundary,Grammar Mistake,Spelling Anomaly,Non-linguistic Content,Letter Spacing
Fotzelschnitten mit Zimtzucker bestreuen, mit dem Birnen-Rüebli-Mus servieren.	Clean
Die Serviertochter hiess während vielen Jahren Susi Weber.	Spelling Anomaly
Sie finden diese Angaben auf der Meldebestätigung oder dem Schriftenempfangsschein Ihrer heutigen Wohngemeinde.	Clean
Effects of skiing on cardiorespiratory and metabolic responses in middle-aged subjects with increased cardiovascular risk ist der Titel einer aktuellen Publikation aus unserem Hause.	Grammar Mistake,Spelling Anomaly
Das Gericht hatte diese Frage grundsätzlich bejaht, weil die Ausbildung mit dem Maturitätsexamen in der Regel nicht abgeschlossen wird.	Clean
V O R T R A G   u n d   G E S P R Ä C H	Sentence Boundary,Grammar Mistake,Spelling Anomaly,Letter Spacing
Bitte bringen Sie den Niederlassungsausweis bzw. bei Wochenaufenthaltern den Aufenthaltsausweis mit.	Clean
Pro Antragsteller und Standort kann nur eine Förderung eingereicht werden.	Clean
Weiter soll ein Konzept aufzeigen, wie die Freiwilligenarbeit ausgebaut werden und Anerkennung finden kann.	Clean
Digital book reviews published in Jahrbücher für Geschichte Osteuropas.	Grammar Mistake,Spelling Anomaly
Unser Motto sagt alles: Crazy About the Future – Obsessed with Design.	Grammar Mistake,Spelling Anomaly
Trotz guten Zuredens weigerte sich der Hund, den Polizisten einen gültigen Führerausweis vorzuzeigen.	Clean
Dafür sind lediglich ein amtlicher Lichtbildausweis und eine Bankomatkarte erforderlich.	Clean
Home is where your Bag is bloggen Tobi und Marcel regelmäßig über Südostasien.	Grammar Mistake,Spelling Anomaly
I've been looking for ways to differentiate these two, and it hasn't been easy, in einem Vergleich der Wirtschaftspolitik von Clinton und Obama den Ökonomen Jared Bernstein.	Grammar Mistake,Spelling Anomaly
1966 hat Herr Otto Tschupp-Horn das Helgenstöckli neu erbaut zum Andenken an seine verstorbene Frau Josy.	Clean
I n f o r m a t i o n e n   z u r   B a u l e i t p l a n u n g	Sentence Boundary,Grammar Mistake,Spelling Anomaly,Letter Spacing
Richu hat das vordere Kontrollschild mitgebracht.	Clean
Ciao, buongiorno, grazie, amore, pasta, pizza, dolce vita, allegro, da capo, fortissimo, basta, espresso, gelato, che bello - ein bisschen Italienisch können wir alle.	Grammar Mistake,Spelling Anomaly
Als dann “Loch Lomond” kam, und alle wieder ihre Sternspritzer zückten, schien das Konzert schon fast zu Ende zu sein.	Clean
Der Regierungsrat hat zuhanden des Eidgenössischen Departements für Umwelt, Verkehr, Energie und Kommunikation wichtige Anträge für die Region Nordwestschweiz bzw. den Trinationalen Metropolitanraum Basel verabschiedet.	Clean
150 Jahre lang war das Ruhrgebiet d a s Zentrum der deutschen Schwerindustrie.	Grammar Mistake,Spelling Anomaly,Letter Spacing
Die Hypothekarbank Lenzburg AG hat im vergangenen Jahr den Geschäftsertrag um 3.5 Millionen Franken (+ 4.7 Prozent) auf 77.3 Millionen Franken gesteigert.	Clean
Geschenke zum Umzug und der Gleichenfeier	Sentence Boundary,Grammar Mistake
In his own Words ... Keine Blondinenwitze bitte ...	Sentence Boundary,Grammar Mistake,Spelling Anomaly,Punctuation Error
Für das Befahren der Wendeschlaufe ist eine Geschwindigkeit von max. 10 km/h erlaubt.	Clean
K L A P P E N T E X T Elyse Gilbert, genannt Lucky, ist auf der Flucht vor ihrer Vergangenheit.	Grammar Mistake,Spelling Anomaly,Letter Spacing
Im Rahmen eines Sprechtages von Volksanwältin Terezija Stoisits im Polizeianhaltezentrum Hernals beschwerte sich ein im Hungerstreik befindlicher Schubhäftling über das Verhalten eines Amtsarzt.	Clean
Perlustrierung auf verbotene Gegenstände	Sentence Boundary,Grammar Mistake
Und zweitens, weiÃŸt ja: "Pics or it didn't happen!"	Grammar Mistake,Spelling Anomaly,Non-linguistic Content
Zweitens: Ich L I E B E Beeren <3 In jeglicher Form, Art und GrÃ¶ÃŸe.	Grammar Mistake,Spelling Anomaly,Non-linguistic Content,Letter Spacing
